index,result,time,clearMessage,weapon,aspect,keepsake,companion,trait (sub-traits),heatPoints,heat (sub-heat),trait 1 name,trait 1 level,trait 2 name,trait 2 level,trait 3 name,trait 3 level,trait 4 name,trait 4 level,trait 5 name,trait 5 level,trait 6 name,trait 6 level,trait 7 name,trait 7 level,trait 8 name,trait 8 level,trait 9 name,trait 9 level,trait 10 name,trait 10 level,trait 11 name,trait 11 level,trait 12 name,trait 12 level,trait 13 name,trait 13 level,trait 14 name,trait 14 level,trait 15 name,trait 15 level,trait 16 name,trait 16 level,trait 17 name,trait 17 level,trait 18 name,trait 18 level,trait 19 name,trait 19 level,trait 20 name,trait 20 level,trait 21 name,trait 21 level,trait 22 name,trait 22 level,trait 23 name,trait 23 level,trait 24 name,trait 24 level,trait 25 name,trait 25 level,trait 26 name,trait 26 level,trait 27 name,trait 27 level,trait 28 name,trait 28 level,trait 29 name,trait 29 level,trait 30 name,trait 30 level,trait 31 name,trait 31 level
36,RunHistoryScreenResult_B_Boss01,21:53.76,,SpearWeapon,SpearWeaveTrait,ForceDionysusBoonTrait,,"ForceDionysusBoonTrait (Level 1), AresShoutTrait (Level 1), DionysusRangedTrait (Level 3), HermesShoutDodge (Level 1), SpearThrowPenetrate (Level 1), PoseidonRushTrait (Level 2), RoomRewardMaxHealthTrait (Level 1), SpearWeaveTrait (Level 1), ShieldAfterHitTrait (Level 1), UnusedWeaponBonusTrait (Level 1), CritBonusTrait (Level 1), RoomRewardBonusTrait (Level 1), DionysusSecondaryTrait (Level 2)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), PerfectDashMetaUpgrade_On (Level 50), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), ReloadAmmoMetaUpgrade_ShortTotalNoIcon (Level 3), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RareBoonDropMetaUpgrade_ShortTotal (Level 11)",ForceDionysusBoonTrait,Level 1,AresShoutTrait,Level 1,DionysusRangedTrait,Level 3,HermesShoutDodge,Level 1,SpearThrowPenetrate,Level 1,PoseidonRushTrait,Level 2,RoomRewardMaxHealthTrait,Level 1,SpearWeaveTrait,Level 1,ShieldAfterHitTrait,Level 1,UnusedWeaponBonusTrait,Level 1,CritBonusTrait,Level 1,RoomRewardBonusTrait,Level 1,DionysusSecondaryTrait,Level 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,RunHistoryScreenResult_C_Boss01,37:12.37,,BowWeapon,,DistanceDamageTrait,,"DemeterRangedTrait (Level 3), BowPowerShotTrait (Level 1), ChamberGoldTrait (Level 1), BowCloseAttackTrait (Level 1), TemporaryArmorDamageTrait (Level 1), RoomRewardMaxHealthTrait (Level 3), UnusedWeaponBonusTrait (Level 1), DionysusSecondaryTrait (Level 2), HermesWeaponTrait (Level 1), ChaosBlessingMeleeTrait (Level 1), PoseidonRushTrait (Level 1), ArtemisShoutTrait (Level 2), MaximumChillBlast (Level 1), EncounterStartOffenseBuffTrait (Level 1), DemeterWeaponTrait (Level 3), DistanceDamageTrait (Level 1), DoorHealTrait (Level 1), FountainDamageBonusTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), PerfectDashMetaUpgrade_On (Level 50), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), ReloadAmmoMetaUpgrade_ShortTotalNoIcon (Level 3), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RareBoonDropMetaUpgrade_ShortTotal (Level 14)",DemeterRangedTrait,Level 3,BowPowerShotTrait,Level 1,ChamberGoldTrait,Level 1,BowCloseAttackTrait,Level 1,TemporaryArmorDamageTrait,Level 1,RoomRewardMaxHealthTrait,Level 3,UnusedWeaponBonusTrait,Level 1,DionysusSecondaryTrait,Level 2,HermesWeaponTrait,Level 1,ChaosBlessingMeleeTrait,Level 1,PoseidonRushTrait,Level 1,ArtemisShoutTrait,Level 2,MaximumChillBlast,Level 1,EncounterStartOffenseBuffTrait,Level 1,DemeterWeaponTrait,Level 3,DistanceDamageTrait,Level 1,DoorHealTrait,Level 1,FountainDamageBonusTrait,Level 1,,,,,,,,,,,,,,,,,,,,,,,,,,
38,RunHistoryScreenResult_Tartarus,02:11.10,,SpearWeapon,SpearWeaveTrait,DistanceDamageTrait,,"DistanceDamageTrait (Level 1), SpearThrowPenetrate (Level 1), SpearWeaveTrait (Level 1), UnusedWeaponBonusTrait (Level 1), AresRangedTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5)",DistanceDamageTrait,Level 1,SpearThrowPenetrate,Level 1,SpearWeaveTrait,Level 1,UnusedWeaponBonusTrait,Level 1,AresRangedTrait,Level 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,RunHistoryScreenResult_C_Boss01,29:17.75,,SwordWeapon,SwordBaseUpgradeTrait,ForceDemeterBoonTrait,,"PoseidonShoutDurationTrait (Level 1), DemeterRangedTrait (Level 2), ZeroAmmoBonusTrait (Level 1), ForceArtemisBoonTrait (Level 1), ChamberGoldTrait (Level 1), SwordBaseUpgradeTrait (Level 1), RoomRewardMaxHealthTrait (Level 7), UnusedWeaponBonusTrait (Level 1), ForceDemeterBoonTrait (Level 1), HomingLaserTrait (Level 1), SwordSecondaryDoubleAttackTrait (Level 1), ChaosBlessingSecondaryTrait (Level 1), ChaosBlessingMeleeTrait (Level 1), PoseidonShoutTrait (Level 1), ArtemisSecondaryTrait (Level 4), ProximityArmorTrait (Level 1), SwordBackstabTrait (Level 1), DemeterWeaponTrait (Level 1), CastNovaTrait (Level 1), AphroditeDeathTrait (Level 1), TemporaryWeaponLifeOnKillTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 2.5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14)",PoseidonShoutDurationTrait,Level 1,DemeterRangedTrait,Level 2,ZeroAmmoBonusTrait,Level 1,ForceArtemisBoonTrait,Level 1,ChamberGoldTrait,Level 1,SwordBaseUpgradeTrait,Level 1,RoomRewardMaxHealthTrait,Level 7,UnusedWeaponBonusTrait,Level 1,ForceDemeterBoonTrait,Level 1,HomingLaserTrait,Level 1,SwordSecondaryDoubleAttackTrait,Level 1,ChaosBlessingSecondaryTrait,Level 1,ChaosBlessingMeleeTrait,Level 1,PoseidonShoutTrait,Level 1,ArtemisSecondaryTrait,Level 4,ProximityArmorTrait,Level 1,SwordBackstabTrait,Level 1,DemeterWeaponTrait,Level 1,CastNovaTrait,Level 1,AphroditeDeathTrait,Level 1,TemporaryWeaponLifeOnKillTrait,Level 1,,,,,,,,,,,,,,,,,,,,
40,RunHistoryScreenResult_A_Boss03,09:56.25,,BowWeapon,,BackstabAlphaStrikeTrait,,"RegeneratingSuperTrait (Level 1), BackstabAlphaStrikeTrait (Level 1), ChaosCurseMoveSpeedTrait (Level 1), DionysusRangedTrait (Level 1), ChaosBlessingRangedTrait (Level 1), UnusedWeaponBonusTrait (Level 1), AphroditeShoutTrait (Level 1), ZeusSecondaryTrait (Level 2), BowSecondaryFocusedFireTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 2.5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14)",RegeneratingSuperTrait,Level 1,BackstabAlphaStrikeTrait,Level 1,ChaosCurseMoveSpeedTrait,Level 1,DionysusRangedTrait,Level 1,ChaosBlessingRangedTrait,Level 1,UnusedWeaponBonusTrait,Level 1,AphroditeShoutTrait,Level 1,ZeusSecondaryTrait,Level 2,BowSecondaryFocusedFireTrait,Level 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RunHistoryScreen_Cleared,48:50.60,ClearNumOne,SpearWeapon,SpearWeaveTrait,ShieldAfterHitTrait,,"ArtemisSecondaryTrait (Level 1), DemeterRetaliateTrait (Level 2), DemeterRangedTrait (Level 1), ForceArtemisBoonTrait (Level 1), ArtemisReflectBuffTrait (Level 1), SlipperyTrait (Level 4), ForceAthenaBoonTrait (Level 1), RoomRewardMaxHealthTrait (Level 7), UnusedWeaponBonusTrait (Level 1), CritBonusTrait (Level 2), AthenaBackstabDebuffTrait (Level 1), SpearSpinChargeAreaDamageTrait (Level 1), DodgeChanceTrait (Level 1), RushSpeedBoostTrait (Level 1), AthenaWeaponTrait (Level 1), SpearSpinChargeLevelTime (Level 1), ChaosBlessingMeleeTrait (Level 1), LastStandHealTrait (Level 1), GodModeTrait (Level 1), PoseidonRushTrait (Level 2), AthenaShoutTrait (Level 1), AthenaRetaliateTrait (Level 3), ShieldAfterHitTrait (Level 1), SpearWeaveTrait (Level 1), CriticalBufferMultiplierTrait (Level 1), BossDamageTrait (Level 1), RapidCastTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 2.5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14)",ArtemisSecondaryTrait,Level 1,DemeterRetaliateTrait,Level 2,DemeterRangedTrait,Level 1,ForceArtemisBoonTrait,Level 1,ArtemisReflectBuffTrait,Level 1,SlipperyTrait,Level 4,ForceAthenaBoonTrait,Level 1,RoomRewardMaxHealthTrait,Level 7,UnusedWeaponBonusTrait,Level 1,CritBonusTrait,Level 2,AthenaBackstabDebuffTrait,Level 1,SpearSpinChargeAreaDamageTrait,Level 1,DodgeChanceTrait,Level 1,RushSpeedBoostTrait,Level 1,AthenaWeaponTrait,Level 1,SpearSpinChargeLevelTime,Level 1,ChaosBlessingMeleeTrait,Level 1,LastStandHealTrait,Level 1,GodModeTrait,Level 1,PoseidonRushTrait,Level 2,AthenaShoutTrait,Level 1,AthenaRetaliateTrait,Level 3,ShieldAfterHitTrait,Level 1,SpearWeaveTrait,Level 1,CriticalBufferMultiplierTrait,Level 1,BossDamageTrait,Level 1,RapidCastTrait,Level 1,,,,,,,,
42,RunHistoryScreenResult_D_Boss01,52:39.31,,ShieldWeapon,ShieldRushBonusProjectileTrait,ReincarnationTrait,,"ShieldChargeHealthBufferTrait (Level 1), ShieldRushProjectileTrait (Level 1), HealthRewardBonusTrait (Level 1), DoorHealTrait (Level 1), DefensiveSuperGenerationTrait (Level 3), RoomRewardMaxHealthTrait (Level 7), AphroditeRangedTrait (Level 2), UnusedWeaponBonusTrait (Level 1), AmmoReclaimTrait (Level 1), PoseidonSecondaryTrait (Level 4), GiftHealthTrait (Level 1), ChaosBlessingMaxHealthTrait (Level 1), AthenaWeaponTrait (Level 1), ShieldRushBonusProjectileTrait (Level 1), ChaosBlessingAmmoTrait (Level 1), BonusDashTrait (Level 1), GodModeTrait (Level 1), PoseidonRushTrait (Level 2), ReincarnationTrait (Level 1), AthenaRetaliateTrait (Level 4), ShieldAfterHitTrait (Level 1), ProximityArmorTrait (Level 1), ForceAthenaBoonTrait (Level 1), AphroditeShoutTrait (Level 1), FountainDamageBonusTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14), EpicBoonDropMetaUpgrade_ShortTotal (Level 1), RerollMetaUpgrade_ShortTotalNoIcon (Level 2)",ShieldChargeHealthBufferTrait,Level 1,ShieldRushProjectileTrait,Level 1,HealthRewardBonusTrait,Level 1,DoorHealTrait,Level 1,DefensiveSuperGenerationTrait,Level 3,RoomRewardMaxHealthTrait,Level 7,AphroditeRangedTrait,Level 2,UnusedWeaponBonusTrait,Level 1,AmmoReclaimTrait,Level 1,PoseidonSecondaryTrait,Level 4,GiftHealthTrait,Level 1,ChaosBlessingMaxHealthTrait,Level 1,AthenaWeaponTrait,Level 1,ShieldRushBonusProjectileTrait,Level 1,ChaosBlessingAmmoTrait,Level 1,BonusDashTrait,Level 1,GodModeTrait,Level 1,PoseidonRushTrait,Level 2,ReincarnationTrait,Level 1,AthenaRetaliateTrait,Level 4,ShieldAfterHitTrait,Level 1,ProximityArmorTrait,Level 1,ForceAthenaBoonTrait,Level 1,AphroditeShoutTrait,Level 1,FountainDamageBonusTrait,Level 1,,,,,,,,,,,,
43,RunHistoryScreenResult_C_MiniBoss02,21:44.40,,SwordWeapon,SwordBaseUpgradeTrait,ForceAthenaBoonTrait,,"DemeterSecondaryTrait (Level 2), GiftHealthTrait (Level 1), ChaosBlessingAmmoTrait (Level 1), RoomRewardMaxHealthTrait (Level 4), UnusedWeaponBonusTrait (Level 1), DionysusRangedTrait (Level 1), SwordBaseUpgradeTrait (Level 1), GodModeTrait (Level 1), ForceAthenaBoonTrait (Level 1), DionysusDefenseTrait (Level 1), AthenaRetaliateTrait (Level 2), SwordBackstabTrait (Level 1), AthenaRushTrait (Level 2), ZeusWeaponTrait (Level 2), ZeusBonusBounceTrait (Level 1), BonusDashTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14), EpicBoonDropMetaUpgrade_ShortTotal (Level 3), RerollMetaUpgrade_ShortTotalNoIcon (Level 2)",DemeterSecondaryTrait,Level 2,GiftHealthTrait,Level 1,ChaosBlessingAmmoTrait,Level 1,RoomRewardMaxHealthTrait,Level 4,UnusedWeaponBonusTrait,Level 1,DionysusRangedTrait,Level 1,SwordBaseUpgradeTrait,Level 1,GodModeTrait,Level 1,ForceAthenaBoonTrait,Level 1,DionysusDefenseTrait,Level 1,AthenaRetaliateTrait,Level 2,SwordBackstabTrait,Level 1,AthenaRushTrait,Level 2,ZeusWeaponTrait,Level 2,ZeusBonusBounceTrait,Level 1,BonusDashTrait,Level 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,RunHistoryScreenResult_Styx,25:22.75,,FistWeapon,,MaxHealthKeepsakeTrait,,"ForceAresBoonTrait (Level 1), HealthRewardBonusTrait (Level 1), OnEnemyDeathDamageInstanceBuffTrait (Level 1), ForceArtemisBoonTrait (Level 1), FistDashAttackHealthBufferTrait (Level 1), TemporaryArmorDamageTrait (Level 1), RoomRewardMaxHealthTrait (Level 4), UnusedWeaponBonusTrait (Level 1), FistTeleportSpecialTrait (Level 1), DemeterRushTrait (Level 1), ChaosBlessingSecondaryTrait (Level 1), ArtemisShoutTrait (Level 1), ArtemisAmmoExitTrait (Level 1), AmmoReclaimTrait (Level 1), CastNovaTrait (Level 1), AphroditeSecondaryTrait (Level 4), GodModeTrait (Level 1), MaxHealthKeepsakeTrait (Level 1), DemeterWeaponTrait (Level 3), ArtemisRangedTrait (Level 1), FountainDamageBonusTrait (Level 1), AphroditeDeathTrait (Level 1), CritVulnerabilityTrait (Level 1), AresRetaliateTrait (Level 1), RapidCastTrait (Level 1)",0,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14), EpicBoonDropMetaUpgrade_ShortTotal (Level 5), RerollMetaUpgrade_ShortTotalNoIcon (Level 2)",ForceAresBoonTrait,Level 1,HealthRewardBonusTrait,Level 1,OnEnemyDeathDamageInstanceBuffTrait,Level 1,ForceArtemisBoonTrait,Level 1,FistDashAttackHealthBufferTrait,Level 1,TemporaryArmorDamageTrait,Level 1,RoomRewardMaxHealthTrait,Level 4,UnusedWeaponBonusTrait,Level 1,FistTeleportSpecialTrait,Level 1,DemeterRushTrait,Level 1,ChaosBlessingSecondaryTrait,Level 1,ArtemisShoutTrait,Level 1,ArtemisAmmoExitTrait,Level 1,AmmoReclaimTrait,Level 1,CastNovaTrait,Level 1,AphroditeSecondaryTrait,Level 4,GodModeTrait,Level 1,MaxHealthKeepsakeTrait,Level 1,DemeterWeaponTrait,Level 3,ArtemisRangedTrait,Level 1,FountainDamageBonusTrait,Level 1,AphroditeDeathTrait,Level 1,CritVulnerabilityTrait,Level 1,AresRetaliateTrait,Level 1,RapidCastTrait,Level 1,,,,,,,,,,,,
45,RunHistoryScreenResult_D_Boss01,38:21.67,,ShieldWeapon,ShieldRushBonusProjectileTrait,ForceArtemisBoonTrait,,"AthenaSecondaryTrait (Level 1), RegeneratingSuperTrait (Level 1), OnEnemyDeathDamageInstanceBuffTrait (Level 1), ForceArtemisBoonTrait (Level 1), ArtemisCriticalTrait (Level 1), RoomRewardMaxHealthTrait (Level 9), AresAoETrait (Level 2), UnusedWeaponBonusTrait (Level 1), AresRangedTrait (Level 1), StationaryRiftTrait (Level 1), CritBonusTrait (Level 1), DodgeChanceTrait (Level 1), ShieldBashDamageTrait (Level 1), ShieldRushBonusProjectileTrait (Level 1), GodModeTrait (Level 1), MaxHealthKeepsakeTrait (Level 1), ChaosBlessingRangedTrait (Level 1), AresRushTrait (Level 1), ShieldPerfectRushTrait (Level 1), DemeterWeaponTrait (Level 2), ForceAresBoonTrait (Level 1), AphroditeShoutTrait (Level 1), BonusDashTrait (Level 1)",1,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14), EpicBoonDropMetaUpgrade_ShortTotal (Level 9), RerollMetaUpgrade_ShortTotalNoIcon (Level 2)",AthenaSecondaryTrait,Level 1,RegeneratingSuperTrait,Level 1,OnEnemyDeathDamageInstanceBuffTrait,Level 1,ForceArtemisBoonTrait,Level 1,ArtemisCriticalTrait,Level 1,RoomRewardMaxHealthTrait,Level 9,AresAoETrait,Level 2,UnusedWeaponBonusTrait,Level 1,AresRangedTrait,Level 1,StationaryRiftTrait,Level 1,CritBonusTrait,Level 1,DodgeChanceTrait,Level 1,ShieldBashDamageTrait,Level 1,ShieldRushBonusProjectileTrait,Level 1,GodModeTrait,Level 1,MaxHealthKeepsakeTrait,Level 1,ChaosBlessingRangedTrait,Level 1,AresRushTrait,Level 1,ShieldPerfectRushTrait,Level 1,DemeterWeaponTrait,Level 2,ForceAresBoonTrait,Level 1,AphroditeShoutTrait,Level 1,BonusDashTrait,Level 1,,,,,,,,,,,,,,,,
46,RunHistoryScreenResult_Styx,36:58.82,,SwordWeapon,SwordBaseUpgradeTrait,ForcePoseidonBoonTrait,,"ZeusWeaponTrait (Level 1), DemeterRangedTrait (Level 2), AthenaRushTrait (Level 1), SwordBaseUpgradeTrait (Level 1), RoomRewardMaxHealthTrait (Level 6), UnusedWeaponBonusTrait (Level 1), SwordSecondaryAreaDamageTrait (Level 1), ChaosBlessingSecondaryTrait (Level 1), DemeterRetaliateTrait (Level 1), CastNovaTrait (Level 2), PoseidonSecondaryTrait (Level 3), GodModeTrait (Level 1), NoLastStandRegenerationTrait (Level 1), ZeusLightningDebuff (Level 1), AthenaRetaliateTrait (Level 1), ForcePoseidonBoonTrait (Level 1), SwordCriticalTrait (Level 1), AthenaBackstabDebuffTrait (Level 1), ChaosBlessingMetapointTrait (Level 1), RapidCastTrait (Level 1)",1,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RunProgressRewardMetaUpgrade_ShortTotal (Level 14), EpicBoonDropMetaUpgrade_ShortTotal (Level 9), RerollMetaUpgrade_ShortTotalNoIcon (Level 2)",ZeusWeaponTrait,Level 1,DemeterRangedTrait,Level 2,AthenaRushTrait,Level 1,SwordBaseUpgradeTrait,Level 1,RoomRewardMaxHealthTrait,Level 6,UnusedWeaponBonusTrait,Level 1,SwordSecondaryAreaDamageTrait,Level 1,ChaosBlessingSecondaryTrait,Level 1,DemeterRetaliateTrait,Level 1,CastNovaTrait,Level 2,PoseidonSecondaryTrait,Level 3,GodModeTrait,Level 1,NoLastStandRegenerationTrait,Level 1,ZeusLightningDebuff,Level 1,AthenaRetaliateTrait,Level 1,ForcePoseidonBoonTrait,Level 1,SwordCriticalTrait,Level 1,AthenaBackstabDebuffTrait,Level 1,ChaosBlessingMetapointTrait,Level 1,RapidCastTrait,Level 1,,,,,,,,,,,,,,,,,,,,,,
47,RunHistoryScreenResult_Styx,39:35.02,,BowWeapon,,ForceArtemisBoonTrait,,"ForceAresBoonTrait (Level 1), CriticalSuperGenerationTrait (Level 1), MagnetismTrait (Level 1), RoomRewardMaxHealthTrait (Level 9), MaximumChillBlast (Level 1), AresRangedTrait (Level 2), BowSecondaryFocusedFireTrait (Level 1), ArtemisShoutTrait (Level 1), BowPenetrationTrait (Level 1), ArtemisSecondaryTrait (Level 1), CastNovaTrait (Level 1), ChaosBlessingRangedTrait (Level 1), GodModeTrait (Level 1), UnusedWeaponBonusTrait (Level 1), ForceArtemisBoonTrait (Level 1), AthenaRushTrait (Level 1), HealingPotencyTrait (Level 1), AthenaWeaponTrait (Level 1), CritVulnerabilityTrait (Level 2), ArtemisSupportingFireTrait (Level 1), RapidCastTrait (Level 1)",1,"BackstabMetaUpgrade_ShortTotal (Level 50), DarknessHealMetaUpgrade_ShortTotalNoIcon (Level 60), ExtraChanceMetaUpgrade_ShortTotalNoIcon (Level 3), StaminaMetaUpgrade_On (Level 1), StoredAmmoVulnerabilityMetaUpgrade_ShortTotal (Level 50), AmmoMetaUpgrade_ShortTotalNoIcon (Level 2), MoneyMetaUpgrade_ShortTotalNoIcon (Level 100), HealthMetaUpgrade_ShortTotalNoIcon (Level 50), GodEnhancementMetaUpgrade_ShortTotalNoIcon (Level 5), RunProgressRewardMetaUpgrade_ShortTotal (Level 18), EpicBoonDropMetaUpgrade_ShortTotal (Level 9), RerollMetaUpgrade_ShortTotalNoIcon (Level 2)",ForceAresBoonTrait,Level 1,CriticalSuperGenerationTrait,Level 1,MagnetismTrait,Level 1,RoomRewardMaxHealthTrait,Level 9,MaximumChillBlast,Level 1,AresRangedTrait,Level 2,BowSecondaryFocusedFireTrait,Level 1,ArtemisShoutTrait,Level 1,BowPenetrationTrait,Level 1,ArtemisSecondaryTrait,Level 1,CastNovaTrait,Level 1,ChaosBlessingRangedTrait,Level 1,GodModeTrait,Level 1,UnusedWeaponBonusTrait,Level 1,ForceArtemisBoonTrait,Level 1,AthenaRushTrait,Level 1,HealingPotencyTrait,Level 1,AthenaWeaponTrait,Level 1,CritVulnerabilityTrait,Level 2,ArtemisSupportingFireTrait,Level 1,RapidCastTrait,Level 1,,,,,,,,,,,,,,,,,,,,
